"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Joan and Sanford I Weill Med College","Midtown Ctr for Trt and Research OP","641 Lexington Avenue","13th Floor","New York","NY","10022","4206","New York","212-764-5178","https://www.midtowntreatmentcenter.org","","","SU","1","1","","","1","1","1","1","1","","","","","","","","","","1","","1","1","1","1","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","","","1","","1","","","","","","","","1","1","","","","","","1","1","1","","","1","","1","1","1","1","","","","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","1","","","1","","","1","","1","1","1","","1","1","1","","1","","","1","","","1","1","1","1","","1","","1","1","1","1","","","1","","","","","","","","1","","","","1","","","","1","","","","1","","","","1","","","","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Care Counseling Center LLC","Outpatient Clinic","214 West 116th Street","","New York","NY","10026","","New York","212-602-1400","https://www.carecounselingnyc.com","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","","1","1","","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","","1","1","1","","1","","","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","","","","","","","","1","","","","","1","","","1","1","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","1","","","","",""
"SAFE Foundation Inc","","","","Brooklyn","NY","11223","5202","Kings","866-569-7233","https://www.thesafefoundation.org","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","1","","","","","","","","","","","","1","1","","","","","1","1","","","","","","1","1","1","1","","1","1","","1","","","","1","","1","1","","1","1","","","1","","","","","1","1","1","1","1","","","","","","","","","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","","1","","","1","","","","1","1","","1","","1","","","","1","","1","","1","1","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDCC Coney Island","CCBHC","2846 Stillwell Avenue","","Brooklyn","NY","11224","","Kings","718-975-4888","https://www.interborough.org","","","SU","1","1","","","1","","1","1","","1","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","1","1","","1","","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","1","","","1","","","1","","1","1","1","1","1","","","1","1","","","1","","1","1","1","","1","1","1","","","1","","1","","1","","1","1","1","","1","","1","1","1","1","1","","1","1","","","1","","","1","1","1","","1","","","","","","1","1","","1","1","","1","1","","","","","1","","","","","1","","","","1","1","","","","","1","","1","1","","","","","1","","","1","","","1","1","","1","1","","","","1"
"Long Island Jewish Medical Center","Methadone Maintenance Trt Program","7559 263rd Street","","Glen Oaks","NY","11004","","Queens","718-470-8940","https://northwell.edu","","","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","1","1","","","1","","","","","1","","","","","","","1","","1","","1","","","","","","1","1","1","","1","","1","1","","1","","1","","","","","","","1","1","1","","1","","","","1","","","","","1","","1","1","1","1","","1","","1","","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","","","","1","1","1","1","","","1","","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","1","","","1","","1","1","","","","","","","1","1","1","1","1","","","","1","","1","","1","","1","","1","","1","1","","1","","","1","1","1","1","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"Family and Childrens Association","Hempstead Satellite office","126 North Franklin Street","","Hempstead","NY","11550","","Nassau","516-486-7200","https://www.fcali.org","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","1","","","1","1","1","","","","1","","1","","1","1","","1","","","1","1","","","","","1","1","1","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","","","1","1","","","","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Family and Childrens Association","Hicksville Drug Counseling Center OP","180 Broadway","2nd Floor","Hicksville","NY","11801","4256","Nassau","516-935-6858","https://www.fcali.org","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","1","","","1","1","1","","","","1","","1","","1","1","","1","","","1","1","","","","","1","1","1","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","","","1","1","","","","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Hicksville Drug Counseling Center","OCCBHC","180 Broadway","2nd Floor","Hicksville","NY","11801","","Nassau","516-746-0350","https://www.fcali.org","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","1","","","","","","","","","1","1","1","1","1","","1","","","1","1","1","","","","1","","1","","1","1","","1","","","1","1","","","","","1","1","1","1","1","1","","1","","1","1","1","","1","","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","","","1","1","","","","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Morning Star I","Residential Reintegration","151 Burrs Lane","","Huntington Station","NY","11746","","Suffolk","631-213-0203","https://sco.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","1","","1","1","","1","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","","","","","","","1","","","1","1","1","","","","1","1","1","","","","","","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morning Star II","Residential Reintegration","151 Burrs Lane","","Huntington Station","NY","11746","","Suffolk","631-213-0322","https://sco.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","1","","1","1","","1","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","1","","1","1","1","","","","","","","1","1","","1","1","1","","","","1","1","1","","","","","","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lexington Center for Recovery Inc","RRi/Maple House","94 Maple Avenue","","Mount Kisco","NY","10549","","Westchester","914-301-8088 x1006","https://www.lexingtonctr.org","","","SU","1","","","","","","","1","","","","1","","","","1","","","1","","1","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","1","1","1","1","1","1","1","","","1","1","","1","","","","","","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","1","1","","","","1","","1","1","1","","","","1","","1","","","","1","","1","1","","","","1","","","1","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Westchester Medical Center","Turning Point Outpatient Clinic","","","Poughkeepsie","NY","12601","","Dutchess","845-483-5512","https://www.wmchealth.org/","","","SU","1","","","","","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","1","","","","","","","","1","","","1","","","","","","","1","1","1","1","1","1","","","","1","","1","","","","1","","","","1","","","1","","","","1","","","","","","","1","1","1","1","","1","","1","1","","","1","","","1","1","1","1","1","","1","1","","1","","","1","1","1","","","","","1","1","","1","","1","","1","","1","1","1","","1","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","","1","1","","","","","","","1","","","","1","","","","1","","","","1","","1","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mid Hudson Valley Div of WMC","Medical Managed Detoxification","","","Poughkeepsie","NY","12601","","Dutchess","845-483-5513","https://www.wmchealth.org","","","SU","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","1","","","1","1","1","","","1","","","","","","","","","","","1","1","","1","","","","","","","","1","","","1","","1","","","","","1","1","1","1","1","1","","","","1","","1","","","","1","","","1","1","1","","1","","","","1","1","1","","1","1","","1","1","","","1","1","","1","1","","","1","","","1","1","1","1","","","","1","","1","","1","1","1","1","","","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","","","","","","","","1","","","","1","","","","1","","","","1","1","1","","1","","1","1","","1","","","1","1","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Mid Hudson Valley Div of WMC","Inpatient Rehab","","","Poughkeepsie","NY","12601","","Dutchess","845-483-5514","https://www.wmchealth.org","","","SU","1","","1","","1","","1","1","1","","1","","","","","","","1","1","","","1","1","1","","","1","","","","","","","","","","","","1","","1","","","","","","","","1","","","1","","","","","","","1","1","1","1","1","1","","","","1","","1","","","","","","","","1","1","","1","","","","1","","","","","","","1","1","1","","1","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","1","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","","","","","","1","","","","1","","","","1","","","","1","","1","","","","1","1","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"East Hampton Residential Program RR","","287 Springs Fireplace Rd","","East Hampton","NY","11937","","Suffolk","631-537-2891 x5795","https://","","","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","1","","1","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","","","1","","","1","","","","1","1","","","","1","1","1","","","","1","","1","1","","","1","","1","1","","1","","1","1","1","","1","1","1","","1","1","1","1","1","","1","","","","","","","","1","","1","","1","1","1","","1","","1","","1","1","","1","","1","","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Riverside Residential","820 Residential Reintegration","428 West Main Street","","Catskill","NY","12414","1657","Greene","518-943-2744 x3528","https://Twincountyrecoveryservices.org","","","SU","1","","","","","","","1","","","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","1","1","","","1","","1","","","","1","1","","1","1","1","","","","","1","","1","","","1","1","1","","","","1","1","1","","1","","","","1","","1","1","1","","1","1","","1","","1","","1","1","1","1","","","1","1","1","","1","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","","","1","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Red Door Residential","820 Residential Reintegration","437-441 Columbia Street","","Hudson","NY","12534","1911","Columbia","518-822-0090 x1202","https://Twincountyrecoveryservices.org","","","SU","1","","","","","","","1","","","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","1","","","1","","1","","","","1","","","1","1","","1","","","","1","","1","","","1","1","1","","","","1","1","1","","1","","","","1","","1","1","1","","1","1","","1","","1","","1","1","1","1","","","1","1","1","","1","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","","","1","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"McCarty Avenue","Mens Stabil Rehab","90 McCarty Avenue","","Albany","NY","12202","","Albany","518-434-3083 x316","https://www.theacca.net","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","1","","","1","","1","1","","","1","1","","","","1","1","1","1","1","","1","","","","","","","1","1","1","","","1","","1","1","","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","","1","1","1","","1","","","","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Albany Citizens Council","Residential Reintegration","90 McCarty Avenue","","Albany","NY","12202","1151","Albany","518-434-8083","https://www.theacca.net","","","SU","1","","","","","","","","","","","","","","","1","","","","","1","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","1","","1","","","1","","1","1","","","1","1","","","1","1","1","1","1","1","","","","","","","","","1","1","1","","","1","","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","1","","","1","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TREE House for Women","Children Stabil Rehab","90 McCarty Avenue","","Albany","NY","12202","","Albany","518-407-0556 x517","https://www.theacca.net","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","1","","","1","","1","1","","","1","1","","1","1","","1","1","1","1","","1","","","","","","","1","1","1","","","1","1","1","1","","","1","1","","1","1","1","","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","","1","1","1","","","1","1","1","","1","","","","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Next Step Women and Childrens Prog","Residential Reintegration","","","Albany","NY","12209","","Albany","518-482-4673","https://www.hopehouseinc.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","1","","1","","","","","1","","","","","","","1","1","","","1","","","","","","","","","","","1","1","1","","1","1","1","1","","","","1","1","","1","1","1","","","","","","","1","","","1","1","1","","","","","","","","1","","","","1","1","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","1","1","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bette Center","820 Residential Reintegration","261 North Pearl Street","","Albany","NY","12207","","Albany","518-465-2441","https://www.hopehouseinc.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","1","1","1","","","","1","","","1","1","","1","","","1","","","1","","","1","1","1","","","","1","1","1","","","","","1","1","","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Womens Supportive Living RRi","Reintegration","","","Albany","NY","12208","","Albany","518-482-4673","https://www.hopehouseinc.org/","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","1","","1","","","","","1","","","","","","","1","1","","","1","","","","","","","","","","","1","1","1","","1","1","1","1","","","","1","","","1","1","1","","","","","","","1","","","1","1","1","","","","","","","","1","","","","1","1","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","1","1","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hope House Inc","Womens Supportive Living","879 Madison Avenue","","Albany","NY","12208","","Albany","518-482-4673","https://www.hopehouseinc.org","","","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","","","","","1","1","","1","1","1","","","1","","1","1","1","1","","1","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","","","","1","","","1","","","1","1","1","","","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","","1","1","","","","1","1","","1","","1","1","","","1","1","1","","1","1","1","1","","1","","","","1","","","","1","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Hospitality House TC Inc","Stabil Rehab","271 Central Avenue","","Albany","NY","12206","2611","Albany","518-434-6468 x106","https://www.hospitalityhousetc.org","","","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","","","","","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Fusion Recovery Centers LLC","COP","444 Broadway","","Albany","NY","12204","","Albany","518-650-2966 x105","https://fusionrecovery.com","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","1","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","","","","1","","1","","1","","","","1","","1","1","1","","1","","","","1","1","","1","","","1","1","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Hope House Inc","Outpatient Clinic","1724 5th Avenue","","Troy","NY","12180","","Rensselaer","518-272-3918","https://www.hopehouseinc.org","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","","","","","","","","","1","1","","1","1","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","","","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","","1","1","1","","","1","","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","","","1","","","1","1","1","","1","","","","","","1","1","","1","1","","1","","","","","","1","","","","","1","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Elizabeth House RRi","","106-108 9th St","","Troy","NY","12180","","Rensselaer","518-482-4673","https://www.hopehouseinc.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","","1","1","","1","","","1","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","1","1","","","","1","1","1","","","","1","","","1","1","1","","","","","","","1","","","1","1","1","","","","1","","","","","","","1","1","","","1","1","","1","","","","","1","","1","1","1","","1","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","1","","1","1","","1","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Troy House","SRR","504 2nd Avenue","","Troy","NY","12182","","Rensselaer","518-407-0562 x431","https://www.theacca.net","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","1","","","1","","1","1","","","1","1","","","","1","1","1","1","1","","1","","","","","","","1","1","1","","","1","","1","1","","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","","1","1","1","","1","","","","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Serenity House RRi","","402 South Albany Street","","Ithaca","NY","14850","","Tompkins","607-391-0020","https://www.sjcs.org","","","SU","1","","","","","","","","","","","1","","","","1","","","","","","1","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","","","1","","","1","1","","","1","1","","","1","1","","","","","1","","","","","","","","1","1","","","","","","1","","1","","1","","","1","1","1","1","","","","","","","","","1","","1","","","","1","","","","","","","","1","","1","1","1","","","","","1","","1","","","1","1","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACCA Quaker Road","Stabil Rehab","68 Quaker Road","","Queensbury","NY","12804","","Warren","518-407-0563","https://www.theacca.net","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","1","","","1","","1","1","","1","1","1","","","","1","1","1","1","1","","1","","","","","","","1","1","1","","","1","1","1","1","","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","","1","1","1","","1","","","","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Glenwood House","820 Stabil Rehab Reintegration","79 Glenwood Avenue","","Queensbury","NY","12804","1762","Warren","518-407-0564","https://www.theacca.net","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","1","","","1","","","1","","1","1","","1","1","1","","1","1","","1","1","1","1","","1","","","","","","","1","1","1","","","1","","1","1","","","1","1","","1","1","1","","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","1","1","1","","","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","","1","1","1","","1","","","","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Cayuga Addiction Recovery Services","Residential Services","6621 Route 227","P.O Box 724","Trumansburg","NY","14886","0724","Tompkins","607-273-5500","https://","","","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","1","1","1","1","1","","1","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","","","","1","1","1","1","1","","1","","1","1","1","","1","1","","1","1","","1","","1","1","1","1","1","","1","","","","","","","","1","","1","","1","1","1","","1","1","1","1","1","1","","1","","1","","","","1","1","","","1","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lincoln House","Residential Rehabilitation","168 Lincoln Avenue","","Syracuse","NY","13204","","Onondaga","315-218-6492","https://www.helio.health","","","SU","1","","","","1","","1","1","1","","","1","","","","1","","","1","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","1","","1","","","","","1","1","","","","1","","","","1","1","1","1","1","","","","","","","","1","1","1","","","1","1","","1","1","1","","1","","","1","1","","1","","","1","1","","1","","","1","1","1","","","","1","1","1","","","","1","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","","","1","1","","1","","1","1","1","","","1","1","","1","","","","","","","1","1","","1","1","","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
