"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"New Bridge Foundation","Bridge One","2323 Hearst Avenue","","Berkeley","CA","94709","1319","Alameda","510-548-7270 x204","https://www.newbridgefoundation.org","","","SU","1","1","","","1","1","1","1","1","","","","","1","","1","","","1","","","1","1","1","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","1","","1","","","","","","1","","1","1","1","1","1","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","1","","","1","","","","1","","","1","1","1","1","","","1","1","1","1","","","1","1","1","1","","","1","1","1","","1","","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","","1","1","","","1","1","1","1","1","1","","","1","1","","","","1","1","","","1","1","","","","1","","","","","1","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Bridge Foundation","Helios","2323 Hearst Avenue","","Berkeley","CA","94709","1319","Alameda","510-548-7270 x204","https://www.newbridgefoundation.org","","","SU","1","1","","","1","1","1","1","1","","","","","1","","1","","","1","","","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","1","","","","1","","1","1","1","1","1","","","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","","1","","","1","","1","","1","","","1","1","1","1","","","1","1","1","1","","","1","1","1","1","","","1","1","1","","1","","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","","1","1","","","1","1","1","1","1","1","","","1","1","","","","1","1","","","1","1","","","","1","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Bridge Foundation","Hearst","2323 Hearst Avenue","","Berkeley","CA","94709","1319","Alameda","510-548-7270 x204","https://www.newbridgefoundation.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","1","","","","1","","","","","","","","","","1","1","","1","","","","","","","","","","","1","1","1","","1","","","1","","","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","1","","1","","1","1","1","1","","1","1","","1","1","","1","","","","","1","","","","","","","","","","","1","","","","1","","","1","","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Options Recovery Services","","","","Berkeley","CA","94704","1105","Alameda","510-666-9552","https://www.optionsrecovery.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","1","","","","1","","","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","","","","","","","1","","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Options Recovery Services","","","","Berkeley","CA","94703","1764","Alameda","510-666-9552","https://www.optionsrecovery.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","1","","","","1","","","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","1","","","","","","","1","","1","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latino Commission on Alc/DA Services","Casa Maria","1001 Sneath Lane","Suite 307","San Bruno","CA","94066","","San Mateo","650-244-1444","https://www.thelatinocommission.org","","","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1","","","1","","","1","1","1","","","","1","","","1","","","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","","","","1","1","","1","","","","","","","","","","","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","1","","1","","","",""
"Archway Recovery Services Inc","","609 Jefferson Street","","Fairfield","CA","94533","5049","Solano","707-399-9105","https://archwayrecovery.org","","","SU","1","","","","","","","1","","","","1","","","","1","","","1","","","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","","1","1","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","1","","","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","","1","","","","","","","1","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","1","","","1","","","","1","","","1","","","","","","","","1","","1","1","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"A Wildwood Recovery","","","","Thousand Oaks","CA","91360","","Ventura","805-493-5741","https://www.wildwoodrecovery.com","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","","","","","1","1","","","","1","","","1","1","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","1","","","","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","","1","1","","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","","","","1","1","","","","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"HealthRIGHT 360","Womens Hope","","","San Francisco","CA","94110","","San Francisco","415-748-7270","https://www.healthright360.org","","","SU","1","","","","","","","","1","","","","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","1","","","","","1","","","","1","","","1","1","","","1","1","1","","1","","","","","","","1","1","","","1","","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","1","1","","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","1","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Genesis House Inc","","","","Vallejo","CA","94591","","Solano","707-552-5295 x101","https://www.genesis-house.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","","1","","","","","1","1","1","","1","1","","1","","","1","","1","","1","","1","","","","","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","","1","","1","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latino Commission on Alc/DA Services","Casa Aviva Perinatal Women","1001 Sneath Lane","Suite 307","San Bruno","CA","94066","","San Francisco","415-558-9125","https://www.thelatinocommission.org","","","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","1","1","","","1","1","","1","1","1","","","","1","","","1","","","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","","","","1","1","","1","","","","","","","","","","","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","1","","1","","","",""
"Father Alfred Center","Saint Anthony Foundation","291 10th  Street","","San Francisco","CA","94103","3810","San Francisco","415-592-2880","https://www.stanthonysf.org","","","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","1","1","","","1","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","","1","","","","1","","","","","","","1","1","","","1","1","","1","1","","","1","","","1","1","","1","","","1","1","","1","","1","1","1","1","1","","","1","","","","","","1","1","1","1","1","1","1","","","","","1","","1","1","1","","","","1","","1","1","1","1","1","","1","","1","1","","","","","1","","","","1","1","1","1","1","","","","","1","","","","1","","","","1","1","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"HealthRIGHT 360","Outpatient Program","1563 Mission Street","","San Francisco","CA","94103","","San Francisco","415-762-3700","https://www.healthright360.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","1","","","","","","1","","","","","1","","","","1","1","","","","","","","","","","","1","","","","","","","","","","","1","1","","","","","1","1","1","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","","1","","","","","","1","1","1","","1","1","1","","","","","1","","1","","","1","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ujima Family Recovery Services","Ujima West","1901 Church Lane","","San Pablo","CA","94806","","Contra Costa","510-215-2280","https://www.ujimafamily.org","","","SU","1","","","","","","","","","","","","1","","","","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","1","","","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","1","","1","1","1","","1","","","","","","","","","1","1","1","","1","1","","1","","","1","","","","1","1","1","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Restoration Recovery Center","","","","Colfax","CA","95713","","Placer","530-512-5028","https://www.restorationrecoverycenter.com","","","SU","1","1","","","","1","","1","1","","","","","","","","","","1","","1","1","1","","1","","1","1","","1","1","1","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealthRIGHT 360","Mens Residential Program","","","San Francisco","CA","94117","","San Francisco","415-748-7313","https://www.healthright360.org","","","SU","1","","","","1","","1","1","1","","","","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","1","","","","","1","","","","1","","","","","1","1","1","1","","","1","","","","","","","1","1","","","1","","1","1","1","1","1","1","","","1","1","","1","","","1","","","1","","","1","1","1","","","","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","1","1","","1","","1","","","","","","1","","1","1","1","","","1","","1","1","1","","","","","","1","","","1","1","1","1","","1","","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","","","","1","","","","","","","","","",""
"Ujima Family Recovery Services","Rectory Womens Recovery Center","1901 Church Lane","","San Pablo","CA","94806","","Contra Costa","510-236-3134","https://www.ujimafamily.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","1","","","1","1","1","1","1","","","1","1","","1","1","1","1","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","1","","1","1","1","","","","1","","","1","1","","1","1","1","","1","","","","","","1","","","1","1","1","","1","1","","1","","","1","","1","","1","1","1","","","","","","","","","","1","","1","","1","","","1","","","1","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ujima Family Recovery Services","Ujima Hope Solano","1901 Church Lane","","San Pablo","CA","94806","3707","Solano","707-558-8500","https://www.ujimafamily.org","","","SU","1","","","","","","","","","","","","","","1","","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","1","","","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","1","","1","1","1","","1","","","","","","","","","1","1","1","","1","1","","1","","","1","","","","1","1","1","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A Wildwood Recovery","","","","Thousand Oaks","CA","91360","","Ventura","805-493-5741","https://www.wildwoodrecovery.com","","","SU","1","","","","1","","","1","1","","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","1","","1","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","","","","","1","1","","","","1","","","1","1","","","","","1","1","","","","","","","1","1","1","","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","1","1","","","","1","","","","1","1","1","1","1","1","1","","","1","1","1","","","1","1","","1","","1","","1","1","1","1","","1","","","1","","","","","1","1","","","","1","","","","1","1","","","1","1","1","","","","","","","1","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Didi Hirsch Mental Health Services","Via Avanta","","","Pacoima","CA","91331","","Los Angeles","818-897-2609","https://www.didihirsch.org","","","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","1","","","","","","","","","","1","","","","1","","","1","1","","","1","1","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","","1","1","1","","1","","1","","","","","1","1","","","","","","","","","1","1","","1","1","","","","","","","","1","","","","","","","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Deluxe Treatment Center","","","","Reseda","CA","91335","","Los Angeles","818-518-8089","https://www.deluxetreatment.com","","","SU","1","1","","","1","1","","1","","","","","","","","1","","","1","","1","1","1","","1","","1","1","","1","1","1","","","","","","1","1","","","","","","","","","","","","","","1","1","","","","","1","","","","1","","","","","","","1","1","","","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","","","1","","","1","","","","","1","1","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"House of Zen","","","","West Hills","CA","91307","","Los Angeles","747-230-4123","https://houseofzenla.com/","","","SU","1","1","","","","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","","","1","","1","","1","","","1","","","","1","","1","","1","","","","1","","","","1","1","","","1","","","","","1","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"FOY Wellness and Recovery","","","","Agoura Hills","CA","91301","","Los Angeles","805-659-8429","https://www.foywellnessandrecovery.com","","","SU","1","","","","","","","","","","","","","","1","","","","1","","1","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","","","","","","","1","","","","","1","","1","1","1","","1","1","1","1","","","","","","","","1","1","1","1","","1","1","1","1","","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","","","","1","","","","1","","1","1","1","1","1","1","1","","1","","","1","","1","","1","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","1","","","1","1","1","1","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tarzana Treatment Centers","","18646 Oxnard Street","","Tarzana","CA","91356","","Los Angeles","800-996-1051","https://www.tarzanatc.org","","","SU","1","1","","","1","1","1","1","1","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","1","1","","1","1","","1","","","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","1","1","","","1","","","1","","","1","1","1","1","","","","","","","","1","1","","","1","1","1","","1","1","","","","1","1","1","1","1","1","1","","","1","","1","","1","","1","","","","1","","1","","1","1","","","1","","1","1","","","","1","1","","1","","","","","","","1","","","1","1","","","1","","","","","1","1","","1","1","1","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"San Fernando Valley","Community Mental Health Center Inc","","","Van Nuys","CA","91406","3782","Los Angeles","818-901-4830","https://Movinglivesforward.org","","","SU","1","","","","","","","1","","","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","","","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","1","","","","","","1","","1","","","","","1","","1","","1","1","","","","1","1","1","","1","1","1","1","","1","","","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iris Healing Retreat","","23033 Ostronic Drive","","Woodland Hills","CA","91367","","Los Angeles","818-436-2646","https://www.irishealing.com","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","1","1","1","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Tarzana Treatment Centers","","18646 Oxnard Street","","Tarzana","CA","91356","","Los Angeles","800-996-1051","https://www.tarzanatc.org","","","SU","1","1","","","","","","","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","1","1","","1","1","","1","","","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","","1","","","","","","","1","","","1","1","1","1","","","","","","","","1","1","1","","","","","","1","1","","","","1","","1","1","1","1","","","","1","","1","","","","1","","1","","","","","","","","","","1","","1","1","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tarzana Treatment Centers","","18646 Oxnard Street","","Tarzana","CA","91356","","Los Angeles","800-996-1051","https://www.tarzanatc.org","","","SU","1","1","","","","","","1","","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","","1","1","","1","1","","","","","","1","1","","1","1","","1","","","1","1","","","1","","","1","1","","","1","1","1","1","","","1","1","1","1","1","","1","1","1","","1","1","","","1","","","1","","1","","","1","1","","","1","","","","","1","1","","1","","1","1","","1","1","","","","1","","1","1","1","1","","","","1","","1","","1","","1","","","","1","","","","","","","","1","","1","1","","","","1","","","1","","","","","","","1","","","1","1","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vanity Wellness Center","","19935 Ventura Boulevard","1st Floor","Woodland Hills","CA","91364","","Los Angeles","866-587-1737","https://www.vanitywellnesscenter.com","","","SU","1","1","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","1","1","","1","","1","1","","","1","1","","","1","1","1","1","1","","","","","1","","","","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Inspire Malibu","","","","Agoura Hills","CA","91301","","Los Angeles","818-707-7100","https://www.inspiremalibu.com","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","1","1","","","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","","","","","1","1","1","1","","","1","","","1","1","","","","","","","","","","","","","","","","1","1","","","","1"
"Hillcrest Adolescent Treatment Center","","","","Agoura Hills","CA","91301","","Los Angeles","844-913-2788","https://www.hillcrestatc.com/","","","SU","1","","","","","","","","","","","","","","1","","","","1","","","1","1","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","1","","","","","","1","","","1","","1","","","1","1","","","1","","","1","","1","1","1","1","","","","","","","","","","1","","1","1","1","1","1","","","","","1","","","","1","1","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","1","","1","","1","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Teen Project Inc","Carols Sanctuary","","","Van Nuys","CA","91411","","Los Angeles","818-582-8832 x115","https://www.theteenproject.com","","","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","1","","","1","","1","","1","","","1","","","","1","","","1","1","","","1","","1","","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","","","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","1","","","","","1","1","","","","1","1","1","","1","","","1","1","1","","","1","1","","","","1","1","","","","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Granite Wellness Centers","Grass Valley Campus/Inpatient","","","Grass Valley","CA","95945","","Nevada","530-271-1140 x247","https://www.granitewellness.org","","","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","1","","","1","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","1","1","","","","","","1","","","","1","1","","1","1","1","1","","","1","","","1","1","","1","1","1","","","","","","","","","","","","1","1","","1","","","1","","1","1","","1","","1","1","","","","","","","","","","","1","","","1","","","","1","","","1","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foundations Recovery Center","","17555 Ventura Boulevard","Suite 201","Encino","CA","91316","","Los Angeles","805-902-4578","https://foundationsrc.com","","","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","1","1","","","1","","","","","","","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","1","","","1","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","","","","1","","","","1","1","","","","","","","","1","1","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Archway Recovery Services Inc","","609 Jefferson Street","","Fairfield","CA","94533","","Napa","707-251-8007","https://archwayrecovery.org","","","SU","1","1","","","","","","1","","","","","","","","1","","","1","","","1","1","1","","","","1","","","1","1","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","1","1","","1","1","","1","","","","1","","","","","","","","","1","1","","","","","","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","","1","","","","","","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","1","","","1","","","","1","","","1","","","","","","","","1","1","1","1","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
