"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Excel Treatment Center of Dover","","58-60D North Sussex Street","","Dover","NJ","07801","","Morris","973-989-7500","https://exceltreatmentcenter.com","40.8862139","-74.5585321","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","1","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","","","1","1","1","1","1","1","","","","1","1","","","1","1","1","","","1","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ascend Treatment and Wellness Center","","100 Enterprise Drive","Suite 301","Rockaway","NJ","07866","","Morris","862-781-6141","https://ascendnj.com","40.9054803","-74.5623476","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","1","","","","","","1","","","","","","","","1","","","","","","","1","1","1","1","1","","1","","1","1","","","1","","1","1","1","1","1","","","1","","","1","","1","1","1","1","","","","","","","","1","","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","","","","","1","","","","","1","","","1","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Life Recovery Center","","390 Main Road","","Montville","NJ","07045","9820","Morris","973-728-7788","https://www.newliferecoverycenter.com","40.9165823","-74.3630261","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","","1","1","","1","","","","1","1","1","1","1","","","1","","","","","1","1","1","1","","","","","","","","","","1","1","1","","1","1","","","1","","","1","","1","","","1","1","","","","","","","","","1","","","","","1","","","1","","1","","1","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1"
"Bergen County Dept of Health Servs","Addiction Recovery Program","103 Hudson Street","","Hackensack","NJ","07601","","Bergen","201-634-2745","https://","40.8755099","-74.0432545","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","","","","","","","","","1","1","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","","","","","","1","","","1","1","1","","","","","","","","","","1","1","1","","1","1","1","","","","","1","","1","","","1","","","","","","","","","","","","","","1","1","","","1","","1","1","1","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Adolescent Substance Abuse Program","","1 Bergen County Plaza","2nd Floor","Hackensack","NJ","07601","","Bergen","201-336-7350","https://www.bergencountynj.gov","40.8767232","-74.042949","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","","","","1","","","","","","","","","","1","","1","","1","","","","","","","1","","","","","","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","","","1","","1","1","1","1","1","","","1","","","","","","1","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","","1","1","1","","","","","","","","","","","","1","1","1","","","1","","1","1","1","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pinnacle Treatment Centers NJ II LLC","DBA Stateline Medical","590 Marshall Street","","Phillipsburg","NJ","08865","","Warren","908-387-0003","https://pinnacletreatment.com","40.6964108","-75.1763334","SU","1","1","1","","1","","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","1","1","","","","","","","","","","","","","","1","","","1","","","","","1","1","1","","1","","1","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","1","","1","1","1","","","","","1","","","","1","","","1","1","1","1","","","1","","","","","","1","1","1","","","","1","1","1","","","","","1","1","","1","1","1","","","1","1","1","","1","","1","1","1","","","1","","1","","","","1","","","","","","","1","","","","","","","","","","","1","1","","1","1","","","1","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","",""
"Straight and Amp Narrow, Inc","Straight and Narrow Alpha House, III","396 Straight Street","","Paterson","NJ","07501","","Passaic","973-345-6000","https://www.ccpaterson.org/sn","40.9105467","-74.166785","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","1","1","","","","","","","1","","1","","","","1","","","1","1","","1","1","1","1","1","","1","1","1","1","1","","1","1","","","1","1","1","1","1","","","1","1","","1","1","1","","","","1","1","","1","1","1","1","1","1","1","1","","","","1","","","","1","","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","","1","","1","","","1","1","","1","1","1","","","","","","1","","","","1","","1","","1","1","1","1","1","1","","","1","1","","","","1","","","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Evas Village","Mens Halfway House","393 Main Street","2nd Floor","Paterson","NJ","07501","","Passaic","973-523-6220 x304","https://www.evasvillage.org","40.9120834","-74.1723004","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","1","","1","","1","1","1","","","1","1","","","","1","1","1","1","1","","1","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","","","1","","","1","","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","1","","1","","1","","1","1","1","","1","1","1","1","","","","1","1","","1","","","1","1","","","1","1","1","1","","1","1","","1","1","1","","1","","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paterson Counseling Center Inc","","319-321 Main Street","","Paterson","NJ","07505","","Passaic","973-523-8316 x7222","https://www.patersoncounseling.org","40.9142599","-74.1730745","SU","1","1","1","","1","","","1","","","1","","","","","","","1","1","","1","1","1","1","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","","","","1","1","1","1","1","1","","","","","","","1","1","1","","","","","","","","","","","1","","1","1","1","","","","","1","","","","1","","","1","1","1","1","","","","","","","","1","1","1","1","","","1","","1","1","","1","","1","","1","","1","1","1","1","","1","1","1","","","","","","","","","1","","1","","","","","1","1","","","","1","","","","","","","","1","1","","","","1","","1","1","","","1","","","1","","1","1","","1","1","1","1","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"Center for Family Services","","370 Memorial Parkway","Suite 302","Phillipsburg","NJ","08865","","Warren","877-922-2377","https://www.centerffs.org","40.6953475","-75.1906006","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","","","1","","","1","1","1","1","1","1","1","","","1","1","1","","","","","","1","","1","","","1","1","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","","","","1","1","1","1","","1","","1","","","","1","","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","1","","1","","1","","1","1","1","","1","1","","","1","","","1","1","","","","1","","","","1","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guardian Recovery","Montville Adolescent Center","53 Indian Lane East","","Towaco","NJ","07082","","Morris","973-836-5119","https://www.guardianrecoverynetwork.com/montville-adolescent-center/","40.9357686","-74.3381728","SU","1","1","","","","1","","1","1","1","","","","","","1","","","1","","","1","1","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","1","","","","","1","","1","","","","","","1","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","","1","1","1","","","","1","1","","1","1","","1","1","1","","","","1","1","1","1","1","1","","","","1","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guardian Recovery","Saddle Brook Counseling Center","160 Pehle Avenue","Suite 101","Saddle Brook","NJ","07663","","Bergen","201-775-9790","https://www.guardianrecovery.com/locations/saddle-brook-counseling-center","40.9058647","-74.098539","SU","1","","","","","","1","","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","1","","","","1","","1","","","","","","","","1","1","","1","","","1","1","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","","","","1","","1","","","1","","","","","1","1","","","","","","","","","","","","1","1","1","1","","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turning Point Inc","Barnett Medical Arts Complex","680 Broadway","Suite 104","Paterson","NJ","07514","","Passaic","973-239-9400","https://www.turningpointnj.org","40.917751","-74.1443982","SU","1","1","","","1","1","","1","1","1","","","","","","1","","","1","","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","1","","","","","1","","","","","1","1","","1","1","","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","1","","1","1","1","1","1","","1","1","1","","","","","1","1","","","","1","1","1","","1","1","","","1","1","","","1","1","","","","1","","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Chosen Generation Community Corp","","147 Montgomery Street","","Paterson","NJ","07501","","Passaic","973-782-6726","https://","40.9250194","-74.1600764","SU","1","","","","","","","1","1","1","","","","","","1","","","1","","1","1","1","","","1","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","","1","1","1","","1","1","1","","","1","1","1","","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","1","","","1","1","1","","1","","","","","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","","1","","1","1","1","","1","","","","","","","","1","","1","1","1","","","1","","1","","1","","","","","","1","1","","1","1","1","1","","1","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Counseling Center at Fair Lawn","","16-01 Broadway","","Fair Lawn","NJ","07410","","Bergen","567-459-5737","https://www.thecounselingcenter.com/locations/fair-lawn-nj/","40.921263","-74.1181693","SU","1","","","","","","","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","","1","","1","1","1","1","","1","","","1","1","1","","","1","1","1","1","1","1","1","","","1","","1","","","","1","1","1","","1","","1","1","1","1","","1","","","","","","","","1","1","","1","","","","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARS Treatment Centers of New Jersey","Crossroads Treatment Centers Stanhope","21 U.S.Highway 206","Suite 2","Stanhope","NJ","07874","","Sussex","800-805-6989","https://www.crossroadstreatmentcenters.com","40.9238363","-74.7192123","SU","1","","","","1","","","1","","","","","","","","","","","","","1","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","","","","","","","","1","","","1","","","","","","1","","","","1","","","","","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Vantage Health System","","93 West Palisade Avenue","","Englewood","NJ","07631","","Bergen","201-567-0500 x3267","https://www.vantagenj.org","40.8963278","-73.978363","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","","","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","","","","1","1","","1","","","1","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Forge Health of Paramus","","4 Forest Avenue","Suite 201","Paramus","NJ","07652","","Bergen","201-565-2920","https://www.forgehealth.com","40.9172905","-74.0518173","SU","1","","","","1","","1","1","1","","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","1","","","","","","1","1","1","","1","1","","","","","","1","1","1","1","","1","","1","1","1","","1","","","1","","","","","","","1","1","1","1","1","","","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","","","","","","1","","1","","1","1","1","","","","","1","","1","","","1","1","","1","","1","","1","1","","1","","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland County Alc and Drug","First Step Clinic","70 West Broad Street","","Bridgeton","NJ","08302","2421","Cumberland","856-451-3727","https://www.cumberlandcountynj.gov/alcohol-drug-services","39.427739","-75.239545","SU","1","","","","","","1","","1","","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","","","","","","","","","1","1","","","","","1","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","","","","1","1","1","1","1","","","1","1","","","1","","1","1","1","1","1","1","","","1","","","1","","1","","1","1","1","","1","","","","","1","","","","1","","1","1","","","1","1","1","1","1","","","","","","1","1","","1","1","1","","","","","","","1","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Next Wind LLC","","97 Engle Street","","Englewood","NJ","07631","","Bergen","201-430-7125","https://www.nextwindnj.com","40.8960555","-73.9710877","SU","1","","","","1","","1","1","1","1","","1","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","","","","1","","","","","","","1","","","","","","","","1","1","","1","1","1","","1","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wayne Counseling and Family Services","","1022 Hamburg Turnpike","","Wayne","NJ","07470","","Passaic","973-694-1234","https://waynecounselingcenter.org","40.959994","-74.2352305","SU","1","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","1","","","1","1","1","1","","","","","","","","","1","1","1","","","","","","","","1","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Resilience Recovery Center","","22-10 Route 208","Suite 2","Fair Lawn","NJ","07410","","Bergen","973-333-2965","https://theresiliencerecoverycenter.com","40.946603","-74.1344198","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","1","1","","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","","","","","","1","","","","1","","","","1","1","1","","1","1","1","1","","1","","","","1","","","","1","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Bergen Enterprises Center LLC","DBA North Jersey Recovery (NJRC)","22-08 Route 208","Suite 2","Fair Lawn","NJ","07410","","Bergen","844-978-0008","https://northjerseyrecovery.com","40.946603","-74.1344198","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","","","","1","","","","","","","1","","","","","","","","1","1","","1","","","","1","","","","","","1","1","1","1","1","1","","","1","1","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","","","","","","1","1","","","","","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aspire Counseling Center","A Turning Point Program","465 Route 23 South","","Pompton Plains","NJ","07444","","Morris","973-737-8400","https://www.aspirecounselingnj.org","40.9661396","-74.2855318","SU","1","","","","","","","1","1","1","","","","","","","","","1","","1","1","1","1","","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","","1","1","","1","1","","","","1","1","1","1","1","","1","","","","1","1","1","1","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","1","1","","1","1","","","1","1","","1","","1","1","1","1","","","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","1","","1","1","1","","1","","1","1","","","","","","1","1","","","","1","1","1","","1","1","","","1","1","","","","","","","","1","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"ChoicePoint","","23-00 Route 208","Suite 2-9","Fair Lawn","NJ","07410","","Bergen","844-445-2563","https://www.choicepointhealth.com/","40.9503452","-74.1379267","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","1","1","1","1","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","1","1","","1","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","1","1","","1","","1","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","","","1","","","1","","1","1","1","","","1","1","","","1","","","","","","1","1","","","1","","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","","","","1","1","1","","1","1","","","1","","","","1","1","","","1","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"South Jersey Drug Treatment Center","","162 Sunny Slope Drive","","Bridgeton","NJ","08302","","Cumberland","856-455-5441","https://treatmentatlas.org/facility/south-jersey-drug-treatment-center","39.4108961","-75.2627337","SU","1","","1","","","","","","","","1","","","","","","","1","1","","1","1","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","","","","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","","","1","1","1","1","","","","1","1","","","1","","1","1","1","","1","1","","","1","1","1","1","","1","","","1","1","","","1","","","","","","","1","","","","","1","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","1","1","1","1","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Vantage Health System","","2 Park Avenue","","Dumont","NJ","07628","","Bergen","201-385-4400 x3267","https://www.vantagenj.org","40.938750281182","-73.9955578828177","SU","1","","","","","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","1","1","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","1","","1","","","1","","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","","1","1","1","","","1","1","1","1","1","1","","","","1","1","1","","1","1","1","","","","","","","1","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Evergreen Treatment Center","Bergen New Bridge Medical Center","230 East Ridgewood Avenue","","Paramus","NJ","07652","","Bergen","201-967-4189","https://www.newbridgehealth.org","40.9569233","-74.0632065","SU","1","1","","","","1","","1","","1","","","","","","","","","1","","1","1","1","","1","","1","","1","","","","","1","","1","1","1","1","","1","","","","","","","","1","","1","1","1","","","","","","1","1","1","","1","","1","","1","","","1","","","","","","1","","","","","","","","","","1","1","","","1","","1","1","1","","1","1","1","1","","","","1","","1","1","1","1","1","","","1","1","","","","","1","1","1","","","","1","","","","","","","1","","1","","1","","","","","","1","","","","1","1","1","1","1","","1","","1","1","1","","1","","","","","","","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Care Plus NJ Inc","","610 Valley Health Plaza","","Paramus","NJ","07652","","Bergen","201-986-5000","https://www.careplusnj.org","40.9628663","-74.072899","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","1","","","","","","1","1","1","1","1","1","1","","","1","1","1","","","","","","1","1","","","","","","","1","1","","","","","","1","1","1","1","1","","1","1","1","","1","","1","","1","1","","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","","1","1","","","","1","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Opthof Center for Psychotherapy LLC","","700 Kinderkamack Road","Suite 303","Oradell","NJ","07649","","Bergen","201-263-0202","https://www.opthofpsychotherapy.com","40.9659837","-74.0296471","SU","1","","","","","","","","","","","","","","","1","","","1","","1","1","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","1","","","1","","","","1","1","1","1","1","1","","","1","1","","1","1","1","1","","","","","","","1","1","1","1","1","1","","","1","1","","","1","","1","1","","1","1","1","","1","","","1","","1","1","1","1","","","","","","","","","","1","1","1","","1","1","1","","","","","1","","","","","1","1","","","","","","","","","1","","","","","1","","1","","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tri America Recovery LLC","","195 Ramapo Valley Road","","Oakland","NJ","07436","","Bergen","877-658-0182","https://www.triamericarecovery.com","41.0164745","-74.2516651","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","","1","1","1","","1","","1","1","1","1","1","1","1","","","1","","1","","1","1","1","1","1","","1","","1","","1","1","1","1","","1","","","1","","","","1","1","","1","1","","","1","1","1","1","1","1","1","1","1","","","","","","1","","","","","1","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"NewBridge Services Inc","","1069 Ringwood Avenue","Suite 202","Haskell","NJ","07420","","Passaic","973-915-4301","https://www.newbridge.org","41.0292803","-74.2972001","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","1","","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","1","1","","","1","","1","1","1","1","1","1","","","","","","","1","1","1","1","","","","1","","","","","","1","","1","","1","1","1","","","","","1","","1","","","1","","","1","","1","","1","","","","1","","1","","","","","1","1","1","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Acenda Integrated Health","Recovery Services Cape May","128 Crest Haven Road","","Cape May Court House","NJ","08210","","Cape May","844-422-3632","https://www.acendahealth.org","39.0998751","-74.8009298","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","","","","1","","","","","1","1","1","1","1","1","1","1","","","","1","","","","","","1","","1","1","","","","","","","","","","","","","1","1","1","","","1","","1","","","","1","","1","1","1","1","1","1","","1","","","","","1","1","1","1","","","","","1","1","","1","","1","","1","1","1","1","1","","","1","1","1","","","","","1","1","","1","","1","","1","1","","","1","","","1","","","","","1","1","","1","","","","","","","1","","1","1","","","","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
